idx	X	Y	component
0	1000	1000.374631802683	0
1	1001.85830916782	1001.117218257053	0
2	1001.858298499937	1001.117217538133	0
3	1184.897394211134	1010.171936362815	0
4	1184.897278817859	1010.171936453879	0
5	1185.900297913672	1010.209959714334	0
6	1184.897102860563	1010.171942752344	0
7	1185.900198279991	1010.209981315438	0
8	1185.900303330331	1010.20996019977	0
9	1418.971682511889	1000.81809289572	0
10	1418.971891897404	1000.818086492009	0
11	1419.544416494722	1000.000035851529	0
12	1418.968952480418	1000.817715929523	0
13	1419.542055269425	1000	0
14	1419.543693970703	1000.000005175473	0
15	1598.997631477067	1004.655969880957	0
16	1599.00088815499	1004.655819772665	0
17	1599.408492738	1004.637075326501	0
18	1599.414061714973	1004.636775581604	0
19	1601.278627898232	1004.549644445919	0
20	1601.310225626757	1004.547845231192	0
21	2158.84885650243	1004.679364398084	0
22	1601.278937483163	1004.549648024854	0
23	2158.848510331547	1004.679345464709	0
24	2158.848487809124	1004.679344690601	0
25	2233.005662913849	1002.383570749546	0
26	2233.005790737513	1002.383567364318	0
27	2234.006533922145	1002.462547384585	0
28	2233.005865190091	1002.383565755964	0
29	2234.006612218307	1002.462548087663	0
30	2234.006596646619	1002.462544130349	0
31	2569.453421026595	1005.633546682618	0
32	2569.453484307304	1005.633547992129	0
33	2570.442546881377	1005.480557621053	0
34	2569.453577137893	1005.633557099234	0
35	2570.442642866281	1005.480555136461	0
36	2570.442648090651	1005.480555177849	0
37	2844.578010009089	1002.044386684727	0
38	2844.578010010088	1002.044386684767	0
39	2845.567732751304	1001.898123674571	0
40	2844.578043292147	1002.044387644873	0
41	2845.567709048981	1001.898119807282	0
42	2845.567709049971	1001.898119807428	0
43	3039.645966092327	1000.648667191461	0
44	3039.645966231857	1000.648667184153	0
45	3040.645112252247	1000.597473231887	0
46	3039.645960806738	1000.648667268769	0
47	3040.645083473841	1000.597472966338	0
48	3040.645084693817	1000.597473094073	0
49	3062.609793427983	1002.027452379477	0
50	3062.609798044931	1002.027452645426	0
51	3063.609781542668	1002.047311244063	0
52	3062.609795003412	1002.027452489427	0
53	3063.60980232707	1002.04731182247	0
54	3063.609802378022	1002.047311838713	0
55	3252.602468354479	1006.807767805727	0
56	3252.602470122424	1006.807768021952	0
57	3253.597261885734	1006.704252536791	0
58	3252.602469262346	1006.80777013969	0
59	3253.597292493724	1006.704252266922	0
60	3253.597289491931	1006.704252642815	0
61	3543.639491978982	1004.189047371264	0
62	3543.639493114879	1004.189047425909	0
63	3544.632368124435	1004.069329021405	0
64	3543.639489168334	1004.189047553891	0
65	3544.632379648606	1004.069328409536	0
66	3544.632368131209	1004.069329004014	0
67	3752.668512041444	1006.058296021326	0
68	3752.668513106774	1006.058295932608	0
69	3753.664167094458	1005.963080747223	0
70	3752.668522441591	1006.05829626476	0
71	3753.664165099204	1005.96308065903	0
72	3753.664166422654	1005.963080594309	0
73	3794.601532291558	1003.536133568252	0
74	3794.6015303296	1003.536133609605	0
75	3795.596211677379	1003.432198341125	0
76	3794.60154467108	1003.536133451827	0
77	3795.596206381653	1003.432198417643	0
78	3795.596201722768	1003.432198473495	0
79	4353.653709792569	1000.412122268365	0
80	4353.653743916482	1000.412122011928	0
81	4354.642804617743	1000.263396759881	0
82	4353.653740444599	1000.412122360665	0
83	4354.642799082823	1000.263397011751	0
84	4354.642798117351	1000.26339709531	0
85	4530.659032800309	1001.534203469425	0
86	4530.659038577259	1001.534203342545	0
87	4531.651893004004	1001.654235204854	0
88	4530.659039377941	1001.534203316624	0
89	4531.651892157929	1001.654235284554	0
90	4531.651888058438	1001.654235199505	0
91	5077.696530249968	1004.56798508497	0
92	5077.696533060001	1004.567985329163	0
93	5078.689455109882	1004.448024097192	0
94	5077.696531361379	1004.567985315487	0
95	5078.689459113778	1004.448023908768	0
96	5078.689461731062	1004.44802381436	0
97	5210.683090712562	1001.776230081338	0
98	5210.683088574413	1001.776230107429	0
99	5211.683144201305	1001.763940182483	0
100	5210.683090713563	1001.776230081362	0
101	5211.68314144453	1001.763940212664	0
102	5211.683142129158	1001.763940203011	0
103	5240.669941163126	1002.795842572406	0
104	5240.669942656868	1002.795842594444	0
105	5241.664439092058	1002.901256934249	0
106	5240.669946668263	1002.795842660029	0
107	5241.664438792346	1002.901256945499	0
108	5241.664439041381	1002.901256894909	0
109	5282.560193673404	1005.910808169515	0
110	5282.560193129579	1005.910808667094	0
111	5284.531903277258	1006.251811976606	0
