idx	X	Y	component
0	1000	1020.461518315455	0
1	1001.4237345048	1021.869845745146	0
2	1001.423631649091	1021.869828405879	0
3	1446.542027335252	1080.220499925122	0
4	1446.54205192755	1080.220450768707	0
5	1447.375534247546	1079.661490270324	0
6	1446.542027335583	1080.220499926065	0
7	1447.37537854992	1079.661440358163	0
8	1447.375561639757	1079.661486320623	0
9	1553.957758836355	1065.738552520802	0
10	1553.957765301614	1065.738551785372	0
11	1554.848361635412	1065.278122439416	0
12	1553.957799067694	1065.738551352189	0
13	1554.848438958109	1065.278122706154	0
14	1554.848552470488	1065.278145078264	0
15	2082.675033858364	1111.335600650423	0
16	2082.53531436133	1111.419730835247	0
17	2082.523057353437	1111.430909341178	0
18	2082.520996972615	1111.432204933076	0
19	2082.816575711006	1111.250449943457	0
20	2082.677123677832	1111.334306387113	0
21	2327.794908860355	1102.687563750473	0
22	2327.795075123852	1102.687559297806	0
23	2328.787664175438	1102.852154076891	0
24	2327.794946800439	1102.687566523154	0
25	2328.786147507964	1102.852438508163	0
26	2328.787490847424	1102.85215190652	0
27	2597.740631684653	1087.594151311753	0
28	2597.70969136893	1087.593360904877	0
29	2597.611865878895	1087.760862213816	0
30	2597.610652048169	1087.762940590769	0
31	2597.794019981632	1087.541069297468	0
32	2597.740185712887	1087.599036394179	0
33	2597.756383510968	1087.41840143311	0
34	2597.756962143723	1087.413793087455	0
35	2684.006439257068	1054.02179305841	0
36	2684.006521235211	1054.021767604209	0
37	2684.879848512341	1053.520074244355	0
38	2684.006764947357	1054.021771097268	0
39	2684.879876046734	1053.52006172074	0
40	2684.879940444057	1053.520057894552	0
41	2786.057153870157	1030.204302931358	0
42	2786.057124529475	1030.204307285947	0
43	2787.013369454527	1029.894252359275	0
44	2786.057085305202	1030.204306689719	0
45	2787.013624076495	1029.894173386239	0
46	2787.013660041469	1029.894175967679	0
47	3194.346251180727	1000.003516818739	0
48	3194.346258264797	1000.003517303337	0
49	3194.521039504895	1000	0
50	3194.518070187729	1000.000060812939	0
51	4047.904709418735	1038.142851866444	0
52	4047.904718193514	1038.142839696743	0
53	4048.859745889833	1038.464916742782	0
54	4047.904815959042	1038.142834252395	0
55	4048.860175410764	1038.464905038656	0
56	4048.860214946557	1038.464923742017	0
57	4275.366779222095	1074.132238948393	0
58	4275.366887823107	1074.132245468684	0
59	4276.108521997997	1073.440195205387	0
60	4275.374262724557	1074.131977468759	0
61	4276.105034728369	1073.438393473876	0
62	4276.108549766078	1073.440217459038	0
63	4293.318175303772	1077.156383838742	0
64	4293.319537092644	1077.155811361174	0
65	4294.69118490005	1075.915790383431	0
66	4294.652174976601	1075.935329434311	0
67	4293.173744791879	1077.044918768316	0
68	4293.167410426164	1077.049079278443	0
69	4293.207259214858	1077.321260480688	0
70	4293.270901622871	1077.222521252879	0
71	4294.509434095678	1076.92738379918	0
72	4294.509475360684	1076.927500606659	0
73	4294.706706673126	1075.906066639993	0
74	4294.705280523393	1075.90424079134	0
75	4299.827228752702	1071.131841193753	0
76	4299.825961637131	1071.133084365259	0
77	4300.70451391574	1070.617068821987	0
78	4299.82881656894	1071.131799197501	0
79	4300.70585105624	1070.616374647981	0
80	4300.70461116656	1070.61702059087	0
81	4359.835014682445	1047.26742571876	0
82	4359.834879317738	1047.267490944174	0
83	4360.783665093856	1046.917559129229	0
84	4359.834663605538	1047.267324805841	0
85	4360.783431263435	1046.917459720473	0
86	4360.784301555741	1046.917499483192	0
87	4915.141043156725	1034.569121414585	0
88	4915.140859577145	1034.56913536244	0
89	4916.007742829812	1034.064258885059	0
90	4915.141005511516	1034.569128480154	0
91	4916.00803064669	1034.064251483899	0
92	4916.007665584106	1034.064255897658	0
93	5161.779822361466	1001.871186692831	0
94	5161.780185755372	1001.871132008019	0
95	5162.622668813766	1002.420948793566	0
96	5161.779970341292	1001.870990773001	0
97	5162.622059845248	1002.421005087849	0
98	5162.622674193379	1002.420948531894	0
99	5372.951592754184	1028.463802020574	0
100	5372.949253950651	1028.464728772281	0
101	5373.733325736936	1027.824960438758	0
102	5372.951733807748	1028.463830043807	0
103	5373.733940508681	1027.82504390722	0
104	5373.734014951022	1027.825043863901	0
105	6076.467531883901	1027.179037878548	0
106	6076.468086615168	1027.179056320633	0
107	6077.363131422839	1027.655006613393	0
108	6076.468906975586	1027.179013917658	0
109	6077.364419725798	1027.655077138805	0
110	6077.364308823111	1027.655083176868	0
111	6257.192844373783	1062.142014326626	0
112	6257.192910558892	1062.142027130786	0
113	6258.126543763353	1062.593251790834	0
114	6257.185796252706	1062.143332407797	0
115	6258.123139005195	1062.595348526088	0
116	6258.125920808412	1062.593286048395	0
117	6954.517081109334	1063.159174555733	0
118	6954.430095124711	1063.166325443078	0
119	6953.629443231196	1062.128574483033	0
120	6953.702757694114	1062.135809333304	0
121	6954.545653026794	1063.166520767684	0
122	6954.908104895246	1063.127771395872	0
123	6953.812252959614	1062.141421323427	0
124	6954.516627650604	1063.158551148644	0
125	6953.70911530421	1062.13245697199	0
126	6953.776848718009	1062.141224277934	0
127	6963.255109824978	1063.124088069247	0
128	6963.253969648401	1063.123906511243	0
129	7032.695439458999	1057.596783923629	0
130	7032.695087507191	1057.596816142486	0
131	7264.050533501108	1050.878370962683	0
132	7264.051434165683	1050.87835468369	0
133	7265.079403062187	1051.033025960041	0
134	7264.048928434012	1050.878269921988	0
135	7265.07982068174	1051.032969008871	0
136	7265.080350081769	1051.03299787833	0
137	7319.373507683395	1059.436771160649	0
138	7319.374166103772	1059.436810420162	0
139	7320.309663092076	1059.858951551062	0
140	7319.373494639654	1059.436763638655	0
141	7320.309631724861	1059.859048943234	0
142	7320.310248536903	1059.858985512248	0
143	7358.168465181099	1063.55879770907	0
144	7358.172533270914	1063.558867591262	0
145	7360.194399418101	1063.922191915652	0
146	7358.16934396949	1063.558860251951	0
147	7360.193896024111	1063.92218187909	0
148	7360.193873633028	1063.922154863554	0
149	7446.717259227791	1072.301040071424	0
150	7446.718854155792	1072.301071144321	0
151	7447.670117925801	1072.670439783928	0
152	7446.717239738523	1072.301028521386	0
153	7447.668862158818	1072.6704470853	0
154	7447.669047257967	1072.670329915763	0
155	7529.733978818238	1064.165929772698	0
156	7529.734781238966	1064.165934031533	0
157	7530.623785402194	1063.670553891016	0
158	7529.7305444332	1064.165731698292	0
159	7530.623141340287	1063.670554952575	0
160	7530.623853558088	1063.670571085061	0
161	7651.625933282552	1060.319810873724	0
162	7651.625933283548	1060.319810873823	0
