idx	X	Y	component
0	1000	1007.265578523107	0
1	1104.996184967293	1010.16720742758	0
2	1104.996182806387	1010.167207535874	0
3	1105.986105176686	1010.024690506664	0
4	1104.996187041926	1010.167207516118	0
5	1105.986108041919	1010.024690571828	0
6	1105.986103919014	1010.024690526875	0
7	1141.980540545899	1008.72098533462	0
8	1141.980543348882	1008.720985857478	0
9	1142.967505545928	1008.556255265406	0
10	1141.980536083054	1008.720985653584	0
11	1142.967498003809	1008.556256274664	0
12	1142.967505679414	1008.556255371928	0
13	1150.92948496055	1007.724953754104	0
14	1150.929481352015	1007.724954164463	0
15	1151.91936823467	1007.578733686432	0
16	1150.929508541673	1007.724952846263	0
17	1151.919371549991	1007.578733396829	0
18	1151.919376199175	1007.578733296862	0
19	1177.867589667479	1005.619180650989	0
20	1177.867591975119	1005.619180471458	0
21	1178.865689354381	1005.545514555826	0
22	1177.867600138569	1005.619179781755	0
23	1178.865685096425	1005.545515526776	0
24	1178.865677452137	1005.545517357918	0
25	1200.888174734469	1005.683311491469	0
26	1200.888188649603	1005.683310797679	0
27	1201.884773608339	1005.778009525818	0
28	1200.888177365194	1005.683311512357	0
29	1201.884749780226	1005.778008651735	0
30	1201.884761192851	1005.778009119476	0
31	1233.848110638798	1007.917386151682	0
32	1233.848032454986	1007.917387849915	0
33	1234.837082558459	1008.068205342316	0
34	1233.848097717396	1007.917386556544	0
35	1234.837065427362	1008.068207151949	0
36	1234.8370335116	1008.068206941747	0
37	1327.28967381479	1007.229835452546	0
38	1327.289682317574	1007.229835698429	0
39	1327.410688053859	1007.230510161853	0
40	1327.416070972646	1007.230540416807	0
41	1380.812533070177	1007.547805117329	0
42	1380.812431787441	1007.54780265564	0
43	1381.804011692174	1007.419082874028	0
44	1380.812379740082	1007.547803708037	0
45	1381.803959163488	1007.41908293927	0
46	1381.803994934471	1007.419082494883	0
47	1389.798541528445	1006.940727015255	0
48	1389.798535753959	1006.94072661148	0
49	1390.799394017806	1006.97183130334	0
50	1389.798543792908	1006.940726862195	0
51	1390.799433334442	1006.971830907377	0
52	1390.799387753147	1006.971831213573	0
53	1497.746263442337	1012.158637818962	0
54	1497.74625547962	1012.158637316506	0
55	1498.740402915334	1012.272676914989	0
56	1497.746257396453	1012.158636731384	0
57	1498.74037785299	1012.272676055495	0
58	1498.740386330674	1012.272675992216	0
59	1665.83872228255	1014.270417891517	0
60	1665.838749517214	1014.270419227435	0
61	1666.832937753016	1014.158476087934	0
62	1665.838762292334	1014.270418067027	0
63	1666.832945877552	1014.158475973215	0
64	1666.832954399655	1014.158475781128	0
65	1880.751796850068	1004.224360195543	0
66	1880.751796341141	1004.224360198643	0
67	1881.74995077761	1004.291725561641	0
68	1880.751789285642	1004.224359984667	0
69	1881.749956011194	1004.291725812209	0
70	1881.749960668584	1004.291725628077	0
71	1901.758586898749	1004.732926821823	0
72	1901.758589538652	1004.732926943177	0
73	1902.755102364622	1004.640684549852	0
74	1901.758587179876	1004.732927190846	0
75	1902.755110532186	1004.640684277135	0
76	1902.755103497003	1004.640684574376	0
77	1964.78783773252	1003.690149554414	0
78	1964.787837380534	1003.690149556041	0
79	1965.783309311106	1003.792096383192	0
80	1964.787837525907	1003.690148486922	0
81	1965.783313109529	1003.792096571864	0
82	1965.783302160204	1003.792096066553	0
83	1991.787040965345	1004.695888693734	0
84	1991.787051753431	1004.695888582488	0
85	1992.779777118388	1004.822883579459	0
86	1991.787066714354	1004.695886579757	0
87	1992.779802044759	1004.822883430209	0
88	1992.779789812999	1004.822884494002	0
89	1995.762875406822	1005.16322891836	0
90	1995.762875233058	1005.163228917546	0
91	1996.757018107624	1005.277766403086	0
92	1995.762896450191	1005.163230084205	0
93	1996.757017942406	1005.277768665028	0
94	1996.757033501865	1005.277767673986	0
95	2012.755864938756	1006.064507113041	0
96	2012.75586026309	1006.064507119209	0
97	2013.754640898885	1005.995327668524	0
98	2012.75586856916	1006.064507113275	0
99	2013.754629025594	1005.99532805155	0
100	2013.754649996396	1005.995327725108	0
101	2053.727214138339	1003.568138302766	0
102	2053.727210498409	1003.568136834843	0
103	2054.726771789039	1003.620219938565	0
104	2053.727210231555	1003.568138226057	0
105	2054.726822733093	1003.620219065519	0
106	2054.726824495903	1003.620218853859	0
107	2189.796458903683	1005.59578346083	0
108	2189.796455776577	1005.595782638879	0
109	2190.790707364098	1005.709553682985	0
110	2189.796466260342	1005.595783195809	0
111	2190.790742682567	1005.709542740091	0
112	2190.790751828303	1005.709543201032	0
113	2237.82121813569	1006.561923421664	0
114	2237.821225149342	1006.561923098443	0
115	2238.819685966765	1006.630628930354	0
116	2237.821220608069	1006.561922920236	0
117	2238.819663550345	1006.630629632302	0
118	2238.819676341393	1006.630628751193	0
119	2347.835304277532	1001.958707571522	0
120	2347.835213428551	1001.958703193735	0
121	2348.828501520665	1002.090816359452	0
122	2347.835234962384	1001.958705296609	0
123	2348.828580569984	1002.090818598734	0
124	2348.828501350034	1002.090815934864	0
125	2359.827701167019	1002.796741098953	0
126	2359.827636505247	1002.796732705285	0
127	2360.798419301004	1003.037269307319	0
128	2359.827831305359	1002.796748557775	0
129	2360.799135295824	1003.037335385146	0
130	2360.799308678207	1003.037347817012	0
131	2371.961268312728	1004.329277267516	0
132	2371.941716493818	1004.328499607416	0
133	2371.966614686808	1004.32954824783	0
134	2371.964330249921	1004.329396652603	0
135	2397.195211890177	1003.458251235058	0
136	2397.195305883846	1003.458257112178	0
137	2398.177793919484	1003.640732910274	0
138	2397.195379295556	1003.458262998871	0
139	2398.178091362414	1003.640729902436	0
140	2398.178016980757	1003.640732211533	0
141	2480.563112986873	1004.417972871187	0
142	2480.54788620529	1004.418972720336	0
143	2480.570643023056	1004.417484238919	0
144	2480.570602959947	1004.417483927059	0
145	2501.715862433008	1002.104047478848	0
146	2501.715725280059	1002.104055909059	0
147	2502.696368619394	1001.922232535268	0
148	2501.715849081554	1002.104047676936	0
149	2502.696599879115	1001.922215674594	0
150	2502.696403675047	1001.922230480743	0
151	2550.748959377576	1001.15569101556	0
152	2550.748930844552	1001.155692748926	0
153	2551.747077306951	1001.075468246422	0
154	2550.748947542269	1001.155691551189	0
155	2551.747174974562	1001.075469263233	0
156	2551.747174338471	1001.075469270344	0
157	2571.710561615054	1002.619638441978	0
158	2571.710561220189	1002.619638426744	0
159	2572.709288568507	1002.558904641298	0
160	2571.71057864791	1002.61963900412	0
161	2572.709300920122	1002.558904816369	0
162	2572.709351851375	1002.558904201702	0
163	2884.765127934378	1009.704444562488	0
164	2884.765104432171	1009.704444918477	0
165	2885.76085129477	1009.801485160865	0
166	2884.765127055087	1009.704444748316	0
167	2885.760883124111	1009.801485326507	0
168	2885.760882125413	1009.801485147846	0
169	2929.78892076137	1009.848309515237	0
170	2929.7889185246	1009.848309842038	0
171	2930.777764036686	1009.694266614167	0
172	2929.788923663213	1009.848309478102	0
173	2930.777772152392	1009.694266333292	0
174	2930.777775427923	1009.694265970565	0
175	3012.705867202448	1005.045106765731	0
176	3012.705861569539	1005.045106128104	0
177	3013.701809595914	1005.141918606417	0
178	3012.705872728469	1005.045104428052	0
179	3013.701860845462	1005.141920479213	0
180	3013.701836955441	1005.141918455035	0
181	3082.731997220117	1003.982875010722	0
182	3082.731986498851	1003.982874688862	0
183	3083.729099910347	1004.065518409889	0
184	3082.7320055311	1003.982874883937	0
185	3083.729093707665	1004.065518881768	0
186	3083.729092883504	1004.065518648678	0
187	3179.770635616505	1002.62716293783	0
188	3179.770638227081	1002.627163507057	0
189	3180.760551812634	1002.480516590921	0
190	3179.770628433103	1002.627163095318	0
191	3180.760549149604	1002.480516667821	0
192	3180.760552748467	1002.480517276701	0
193	3230.789252328943	1001.618839650623	0
194	3230.789253526287	1001.618839475846	0
195	3231.782074397644	1001.743736933654	0
196	3230.789254869434	1001.618838772367	0
197	3231.78208203442	1001.743736857299	0
198	3231.782081798342	1001.743736823641	0
199	3417.700199738496	1011.298025429436	0
200	3417.700194031578	1011.298026197345	0
201	3418.675065211672	1011.525282016295	0
202	3417.700201356031	1011.298025477121	0
203	3418.675049765055	1011.525282493508	0
204	3418.675059782647	1011.525281193358	0
205	3664.788200008459	1005.625317806684	0
206	3664.788094152109	1005.625325559938	0
207	3665.770435150431	1005.434794578769	0
208	3664.788200543465	1005.625317802904	0
209	3665.770442658593	1005.43480700713	0
210	3665.770461168738	1005.434807673124	0
211	3797.859838731837	1005.775767262166	0
212	3797.859839197164	1005.775767265548	0
213	3798.838496053905	1005.984327493113	0
214	3797.859851047879	1005.775767684235	0
215	3798.838526781277	1005.984327262005	0
216	3798.838492256898	1005.984327386982	0
217	3883.847277406983	1009.386039925345	0
218	3883.847280496781	1009.386040652068	0
219	3884.837437709646	1009.239763144041	0
220	3883.84729106809	1009.386041404592	0
221	3884.837395575045	1009.239762064494	0
222	3884.837436417845	1009.239764337743	0
223	3940.853535194592	1007.191606796467	0
224	3940.853524051723	1007.191604639158	0
225	3941.831419440763	1006.978011923568	0
226	3940.853540286401	1007.191606625151	0
227	3941.831414893253	1006.978012911562	0
228	3941.831420397938	1006.978012735577	0
229	4026.864316888911	1004.142720454884	0
230	4026.864315977547	1004.142720856451	0
231	4027.851758488876	1003.978206161944	0
232	4026.864376216334	1004.142723140305	0
233	4027.851749442885	1003.97820645703	0
234	4027.85172877695	1003.978207198043	0
235	4143.878885469385	1008.519596821061	0
236	4143.878884880902	1008.51959683682	0
237	4144.860485475076	1008.71616629028	0
238	4143.878905763823	1008.519597183914	0
239	4144.860546880015	1008.716165300024	0
240	4144.860507925141	1008.71616393349	0
241	4177.887910347121	1009.994074773627	0
242	4177.88789720774	1009.994079626422	0
243	4178.880468705562	1009.860655249127	0
244	4177.887908974546	1009.994084340612	0
245	4178.880508942459	1009.860655898375	0
246	4178.880508941536	1009.860655898763	0
247	4195.865209431155	1008.659727714233	0
248	4195.865247907375	1008.659726589839	0
249	4196.842138507463	1008.437833095061	0
250	4195.865297270157	1008.659722334182	0
251	4196.842198664468	1008.437835957355	0
252	4196.842140299696	1008.43783283843	0
253	4283.890530716693	1005.0113968514	0
254	4283.890491074926	1005.011395380124	0
255	4284.855192977304	1004.741145066574	0
256	4283.890561811361	1005.011396590024	0
257	4284.855251304971	1004.741143902613	0
258	4284.855197477875	1004.741144855383	0
259	4384.9264537775	1000.268713701842	0
260	4384.926294350495	1000.268717340286	0
261	4385.891550581273	1000	0
262	4384.92655243331	1000.268716399748	0
263	4385.891684781509	1000.000006945509	0
264	4385.891679596705	1000.000007161294	0
265	4664.495436302561	1006.646145668857	0
266	4664.495405542015	1006.646161369345	0
267	4665.452623456622	1006.346099060373	0
268	4664.49543971457	1006.64614109508	0
269	4665.452922787499	1006.346098198659	0
270	4665.452599733448	1006.346101798423	0
271	4670.409348023069	1005.525580375543	0
272	4670.408572739205	1005.525572651581	0
273	4671.394296656461	1005.316866995731	0
274	4670.409733731787	1005.525611186195	0
275	4671.394812391834	1005.316894069353	0
276	4671.394370598671	1005.316893524904	0
277	4704.616438228863	1006.477005865047	0
278	4704.61572107016	1006.476996869887	0
279	4705.52019624993	1006.920865462335	0
280	4704.616446007925	1006.476992202591	0
281	4705.520792125678	1006.920877884415	0
282	4705.519800660051	1006.920828122165	0
283	4831.891922483615	1010.840526071883	0
284	4831.897809674321	1010.838496325459	0
285	4831.944534185943	1010.822287785691	0
286	4831.921659966139	1010.829524207386	0
287	4833.238657309625	1010.271333098581	0
288	4833.228936886532	1010.274625716014	0
289	4834.018881689793	1009.603543120884	0
290	4833.238545249415	1010.27144202693	0
291	4834.028270449537	1009.595634926603	0
292	4834.018884216677	1009.603649896479	0
293	4860.462724961986	1006.361557388671	0
294	4860.462665357698	1006.361587053019	0
295	4861.443158654081	1006.115960639185	0
296	4860.462724962777	1006.361557388058	0
297	4861.444059663607	1006.115994932445	0
298	4861.443749523662	1006.116020080372	0
299	4867.421083380525	1005.161331615867	0
300	4867.421033772776	1005.161331866766	0
301	4868.403173708263	1004.935845891011	0
302	4867.421184073295	1005.161323340113	0
303	4868.403154569374	1004.935862309956	0
304	4868.403057479598	1004.93586733944	0
305	4999.881123958804	1001.037670119457	0
306	4999.880834305091	1001.037677522745	0
307	5000.865947612921	1001.223124854569	0
308	4999.880924802533	1001.037681490549	0
309	5000.866083752584	1001.223121330228	0
310	5000.865933615602	1001.223126333904	0
311	5044.821908284708	1004.987007722319	0
312	5044.821951553424	1004.987004963119	0
313	5045.79930138402	1005.206405126048	0
314	5044.82212627503	1004.987006191056	0
315	5045.799633068642	1005.206404115235	0
316	5045.799632100568	1005.206394866989	0
317	5053.708316609926	1006.528103694312	0
318	5053.708127857589	1006.528115662463	0
319	5054.671900317297	1006.800849229535	0
320	5053.708202875061	1006.528106523027	0
321	5054.671957439201	1006.800852563314	0
322	5054.671873940277	1006.800844143446	0
323	5084.544880004343	1010.033436566617	0
