idx	X	Y	component
0	11557.41066208296	1000	0
1	11611.67718084863	1053.440428576946	0
2	11611.70783670479	1053.444689664128	0
3	11589.31875861547	1050.89916416036	0
4	11589.31875861644	1050.899164160566	0
5	11550.9714956742	1047.002022981363	0
6	11550.9687635732	1047.002603878161	0
7	11549.30510347941	1046.801659954332	0
8	11550.98066814731	1046.996414775315	0
9	11549.31718588779	1046.797525107014	0
10	11549.30382870877	1046.801576830581	0
11	11524.21956857838	1044.237569485095	0
12	11524.21682966414	1044.237851914798	0
13	11523.29851814583	1044.043613429252	0
14	11523.30854869839	1044.045353007044	0
15	11521.39871793074	1044.149442853156	0
16	11521.35394656245	1044.128856843806	0
17	11519.74619877567	1044.033752064656	0
18	11524.21351137384	1044.237829841743	0
19	11521.41743105559	1044.159949313002	0
20	11521.41642904552	1044.159852667195	0
21	11519.76273106524	1044.039878831449	0
22	11519.74629262672	1044.033807511652	0
23	11518.44327558397	1043.783601843443	0
24	11518.44327558301	1043.783601843143	0
25	11516.66115906892	1043.630398279149	0
26	11519.17477912266	1043.642544111576	0
27	11516.85806917556	1043.548000375431	0
28	11516.65418440437	1043.629404669069	0
29	11506.57699348607	1042.958708468427	0
30	11506.56731519589	1042.957464316756	0
31	11504.94985932983	1042.587098783478	0
32	11506.80836928829	1042.990635110326	0
33	11505.07676725367	1042.574324720386	0
34	11504.94315739076	1042.586233601882	0
35	11485.67292395931	1041.248823561265	0
36	11485.66720641846	1041.248418746426	0
37	11484.16453895694	1041.127680357319	0
38	11485.66978006528	1041.248766325791	0
39	11484.17385653185	1041.127425954563	0
40	11484.17795147016	1041.128603026782	0
41	11472.28531740765	1039.911434476981	0
42	11472.2732107195	1039.91040253471	0
43	11470.56339582569	1039.691577390263	0
44	11472.27784307071	1039.910124409626	0
45	11470.57570071946	1039.6909922644	0
46	11470.5682216328	1039.692303382202	0
47	11463.6313736262	1039.036720835594	0
48	11463.6313736252	1039.036720835594	0
49	11461.89386232618	1038.868297700963	0
50	11461.89701545199	1038.866303431426	0
51	11459.97148470142	1038.727341120205	0
52	11463.6389795727	1039.036424408743	0
53	11461.91256032404	1038.871363732183	0
54	11461.91039330686	1038.869853755533	0
55	11459.99641359456	1038.733594221174	0
56	11460.00065841149	1038.733184715978	0
57	11451.93769153678	1038.005064712218	0
58	11451.93732295864	1038.005151654505	0
59	11450.39488533532	1037.794029306137	0
60	11451.93620457568	1038.003908294033	0
61	11450.38888667681	1037.791085454833	0
62	11450.37923950588	1037.787842538422	0
63	11430.9302395911	1036.046613161775	0
64	11430.93095440416	1036.045881625673	0
65	11429.5000711569	1035.872217686504	0
66	11430.99645975324	1036.014756902329	0
67	11429.57969069796	1035.869348708008	0
